customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,churn
C002015,47,42.83,2025.54,Month-to-month,Mailed check,No
C002016,23,116.69,2736.85,Month-to-month,Credit card,No
C002017,30,56.92,1647.12,Month-to-month,Credit card,Yes
C002018,53,20.78,1099.54,Month-to-month,Credit card,No
C002019,52,20.75,1062.25,Month-to-month,Mailed check,Yes
C002020,33,74.44,2473.65,Two year,Electronic check,Yes
C002021,22,118.64,2690.64,Month-to-month,Bank transfer,No
C002022,48,117.94,5673.61,Month-to-month,Credit card,Yes
C002023,48,52.4,2468.32,One year,Electronic check,Yes
C002024,43,67.24,2828.15,Month-to-month,Electronic check,Yes
C002025,5,28.25,223.54,Month-to-month,Electronic check,Yes
C002026,34,71.26,2448.53,Month-to-month,Bank transfer,No
C002027,44,79.17,3505.88,Month-to-month,Mailed check,Yes
C002028,69,43.61,2991.9,One year,Electronic check,No
C002029,38,80.44,3070.11,Month-to-month,Electronic check,No
C002030,25,109.77,2694.9,Month-to-month,Bank transfer,Yes
C002031,40,18.1,743.36,Month-to-month,Mailed check,Yes
C002032,12,41.35,437.46,Month-to-month,Electronic check,No
C002033,6,39.41,218.5,One year,Bank transfer,No
C002034,49,30.64,1469.22,Month-to-month,Electronic check,No
C002035,71,34.94,2317.87,Month-to-month,Electronic check,No
C002036,61,81.84,4974.9,Month-to-month,Electronic check,No
C002037,42,28.47,1150.8,One year,Electronic check,No
C002038,2,93.33,176.14,Month-to-month,Electronic check,No
C002039,72,108.48,7810.65,Two year,Electronic check,No
C002040,32,112.51,3688.72,Month-to-month,Electronic check,No
C002041,21,85.34,1807.38,Two year,Bank transfer,No
C002042,65,38.13,2495.16,Month-to-month,Credit card,Yes
C002043,54,26.7,1466.58,One year,Electronic check,No
C002044,54,41.67,2293.77,Month-to-month,Bank transfer,Yes
C002045,20,116.12,2345.11,Month-to-month,Electronic check,No
C002046,72,116.16,8377.61,One year,Credit card,No
C002047,33,56.96,1915.24,Two year,Electronic check,No
C002048,38,51.23,1825.41,One year,Electronic check,Yes
C002049,54,70.02,3885.53,Month-to-month,Mailed check,No
C002050,48,47.75,2371.49,Month-to-month,Electronic check,No
C002051,12,117.93,1426.02,Month-to-month,Electronic check,No
C002052,22,40.56,821.67,One year,Electronic check,Yes
C002053,26,55.65,1507.42,Month-to-month,Bank transfer,No
C002054,69,61.8,4229.51,Month-to-month,Electronic check,Yes
C002055,52,30.76,1626.21,Month-to-month,Electronic check,No
C002056,26,57.05,1419.15,Two year,Credit card,No
C002057,53,105.39,5696.99,Month-to-month,Electronic check,No
C002058,53,32.32,1640.85,Month-to-month,Electronic check,Yes
C002059,28,77.57,2175.41,Month-to-month,Mailed check,No
C002060,29,59.48,1618.81,Month-to-month,Electronic check,No
C002061,65,35.39,2298.29,Month-to-month,Credit card,No
C002062,41,19.26,768.4,One year,Electronic check,No
C002063,10,45.88,515.66,Month-to-month,Electronic check,No
C002064,52,24.31,1242.85,Month-to-month,Credit card,Yes
C002065,43,56.43,2483.42,Month-to-month,Credit card,No
C002066,37,100.64,3672.47,Month-to-month,Bank transfer,Yes
C002067,52,91.41,4739.22,One year,Electronic check,No
C002068,66,114.63,7552.48,Month-to-month,Mailed check,No
C002069,24,61.56,1502.22,One year,Credit card,Yes
C002070,30,90.2,2724.42,Month-to-month,Mailed check,No
C002071,13,85.86,1152.29,Month-to-month,Credit card,No
C002072,47,40.14,1899.92,Month-to-month,Bank transfer,No
C002073,29,48.97,1453.2,Month-to-month,Credit card,No
C002074,24,72.04,1684.07,Month-to-month,Electronic check,Yes
C002075,50,99.26,4982.44,Month-to-month,Credit card,No
C002076,29,65.1,1968.31,Two year,Credit card,No
C002077,33,41.23,1276.59,Month-to-month,Credit card,Yes
C002078,32,119.33,3843.01,Month-to-month,Credit card,No
C002079,18,29.79,570.06,Month-to-month,Credit card,No
C002080,9,115.5,1112.56,Month-to-month,Bank transfer,Yes
C002081,60,100.52,6067.5,Month-to-month,Bank transfer,Yes
C002082,6,103.57,626.44,One year,Credit card,No
C002083,23,99.08,2300.34,One year,Bank transfer,No
C002084,48,39.23,1846.29,One year,Bank transfer,No
C002085,9,82.52,723.28,Month-to-month,Bank transfer,No
C002086,47,95.19,4407.14,Month-to-month,Credit card,No
C002087,53,94.06,5059.53,One year,Electronic check,No
C002088,48,45.7,2216.11,Month-to-month,Bank transfer,No
C002089,22,36.47,756.53,One year,Bank transfer,No
C002090,1,51.47,65.04,One year,Credit card,No
C002091,64,66.94,4342.13,Month-to-month,Electronic check,Yes
C002092,23,76.53,1809.83,Month-to-month,Mailed check,No
C002093,58,103.37,5949.08,One year,Electronic check,Yes
C002094,14,96.44,1193.47,Month-to-month,Bank transfer,No
C002095,11,86.97,976.44,Month-to-month,Bank transfer,No
C002096,56,44.88,2468.94,Month-to-month,Bank transfer,Yes
C002097,68,66.85,4576.92,Month-to-month,Mailed check,No
C002098,62,52.21,3284.53,One year,Electronic check,No
C002099,54,41.96,2321.52,Month-to-month,Bank transfer,Yes
C002100,18,19.05,430.14,Two year,Credit card,No
C002101,66,52.63,3535.4,Two year,Bank transfer,No
C002102,48,44.12,2205.24,Two year,Electronic check,No
C002103,12,76.33,984.91,Month-to-month,Mailed check,Yes
C002104,9,24.35,292.46,Month-to-month,Bank transfer,Yes
C002105,63,45.59,2870.13,Two year,Mailed check,No
C002106,20,22.57,386.93,One year,Bank transfer,No
C002107,55,83.42,4712.21,Month-to-month,Credit card,No
C002108,10,75.96,762.75,Two year,Credit card,No
C002109,20,52.42,1109.84,One year,Electronic check,No
C002110,20,33.03,633.09,One year,Mailed check,No
C002111,20,115.71,2362.4,Two year,Bank transfer,No
C002112,49,77.61,3680.64,Two year,Credit card,No
C002113,66,87.27,5739.3,Month-to-month,Electronic check,No
C002114,66,72.2,4760.28,Month-to-month,Electronic check,Yes
C002115,54,100.27,5437.71,One year,Bank transfer,No
C002116,14,109.43,1585.62,One year,Mailed check,No
C002117,70,57.04,3938.09,One year,Electronic check,No
C002118,39,88.38,3479.82,Month-to-month,Credit card,No
C002119,39,41.45,1677.88,One year,Electronic check,No
C002120,51,84.49,4426.29,Month-to-month,Electronic check,Yes
C002121,56,58.71,3323.09,Two year,Electronic check,No
C002122,69,18.69,1266.63,Two year,Electronic check,Yes
C002123,42,115.46,4785.73,Month-to-month,Electronic check,No
C002124,44,106.58,4780.98,One year,Mailed check,No
C002125,54,47.67,2611.05,One year,Electronic check,No
C002126,18,119.77,2154.76,Month-to-month,Bank transfer,No
C002127,22,50.35,1026.71,Month-to-month,Mailed check,Yes
C002128,45,64.8,2869.44,One year,Bank transfer,No
C002129,4,104.83,450.89,One year,Credit card,No
C002130,23,49.07,1146.3,Month-to-month,Credit card,No
C002131,52,63.96,3228.6,Two year,Mailed check,Yes
C002132,71,85.89,6129.82,Two year,Electronic check,No
C002133,37,31.31,1080.05,Two year,Bank transfer,No
C002134,29,61.08,1839.02,Two year,Electronic check,No
C002135,32,49.56,1596.35,Month-to-month,Bank transfer,No
C002136,50,87.03,4328.33,Two year,Bank transfer,No
C002137,39,31.87,1292.44,Two year,Electronic check,No
C002138,1,41.74,59.41,One year,Mailed check,Yes
C002139,39,90.56,3598.09,Month-to-month,Credit card,Yes
C002140,29,33.93,987.99,Month-to-month,Mailed check,No
C002141,51,61.05,3120.49,Month-to-month,Bank transfer,No
C002142,63,90.71,5700.47,One year,Bank transfer,Yes
C002143,70,96.08,6738.75,Month-to-month,Mailed check,Yes
C002144,44,27.68,1302.82,One year,Electronic check,Yes
C002145,26,104.9,2702.26,One year,Bank transfer,No
C002146,32,91.85,2971.6,Month-to-month,Electronic check,No
C002147,12,52.61,587.3,Month-to-month,Bank transfer,No
C002148,68,95.91,6418.54,One year,Electronic check,Yes
C002149,61,92.29,5640.06,Month-to-month,Credit card,Yes
C002150,62,79.29,4934.5,Two year,Bank transfer,No
C002151,23,74.97,1718.81,Two year,Electronic check,No
C002152,23,92.94,2062.82,Month-to-month,Credit card,No
C002153,62,119.92,7450.26,One year,Bank transfer,No
C002154,39,77.01,3016.71,Two year,Bank transfer,Yes
C002155,51,100.49,5080.55,Two year,Electronic check,No
C002156,35,93.92,3219.53,One year,Mailed check,No
C002157,32,105.29,3356.66,Two year,Bank transfer,No
C002158,46,115.36,5339.21,Month-to-month,Electronic check,Yes
C002159,59,37.69,2244.54,Month-to-month,Bank transfer,No
C002160,24,34.88,793.08,One year,Electronic check,No
C002161,59,77.81,4597.64,One year,Credit card,Yes
C002162,17,63.83,1129.47,Two year,Credit card,Yes
C002163,29,76.21,2151.46,Month-to-month,Electronic check,Yes
C002164,66,99.4,6563.56,Month-to-month,Electronic check,No
C002165,69,113.03,7866.05,One year,Electronic check,Yes
C002166,67,60.58,3995.11,Two year,Credit card,No
C002167,23,91.23,2156.07,One year,Electronic check,No
C002168,61,38.07,2403.23,Month-to-month,Credit card,No
C002169,68,72.52,4920.25,Two year,Credit card,No
C002170,71,20.22,1418.47,One year,Electronic check,No
C002171,1,69.38,121.03,Two year,Bank transfer,Yes
C002172,54,73.62,3966.17,Two year,Mailed check,Yes
C002173,72,93.02,6579.78,Month-to-month,Electronic check,Yes
C002174,55,84.25,4628.81,Two year,Credit card,No
C002175,17,54.56,951.04,Month-to-month,Mailed check,No
C002176,55,18.58,1058.9,Two year,Electronic check,No
C002177,7,29.78,164.43,Month-to-month,Bank transfer,Yes
C002178,35,117.25,4090.26,One year,Bank transfer,Yes
C002179,45,112.08,5092.45,Month-to-month,Bank transfer,No
C002180,33,51.16,1685.28,Month-to-month,Electronic check,Yes
C002181,51,44.4,2187.96,Two year,Bank transfer,No
C002182,17,62.51,1124.55,Month-to-month,Electronic check,No
C002183,44,88.37,3877.57,Month-to-month,Mailed check,No
C002184,47,54.4,2611.36,Two year,Electronic check,No
C002185,46,24.86,1073.79,Month-to-month,Bank transfer,No
C002186,21,59.09,1234.84,One year,Credit card,No
C002187,22,44.58,1006.25,Two year,Electronic check,No
C002188,18,51.14,916.16,Month-to-month,Electronic check,No
C002189,33,34.62,1083.31,Month-to-month,Bank transfer,No
C002190,42,85.2,3459.06,One year,Electronic check,No
C002191,26,71.72,1940.88,One year,Electronic check,No
C002192,29,45.63,1335.67,Month-to-month,Bank transfer,No
C002193,20,74.49,1548.14,Month-to-month,Mailed check,Yes
C002194,15,68.26,1070.33,Month-to-month,Electronic check,No
C002195,47,99.19,4691.77,Month-to-month,Bank transfer,Yes
C002196,59,115.51,6799.02,Month-to-month,Electronic check,Yes
C002197,21,31.33,682.42,Two year,Credit card,No
C002198,62,108.16,6777.55,Month-to-month,Bank transfer,Yes
C002199,41,89.89,3689.64,Month-to-month,Electronic check,No
C002200,12,88.64,1158.77,Two year,Bank transfer,No
C002201,26,56.18,1385.71,Month-to-month,Bank transfer,No
C002202,0,53.08,,Two year,Credit card,Yes
C002203,2,18.58,86.56,Two year,Bank transfer,No
C002204,24,118.18,2795.38,Month-to-month,Mailed check,No
C002205,33,79.86,2737.55,Month-to-month,Bank transfer,No
C002206,58,59.04,3491.19,Month-to-month,Bank transfer,No
C002207,9,73.46,740.52,Month-to-month,Bank transfer,No
C002208,61,22.13,1394.15,Month-to-month,Mailed check,No
C002209,17,35.71,560.99,Month-to-month,Credit card,No
C002210,10,81.58,732.83,Month-to-month,Electronic check,Yes
C002211,51,70.45,3667.71,Two year,Credit card,No
C002212,56,98.28,5428.7,Month-to-month,Electronic check,No
C002213,44,85.19,3827.6,Month-to-month,Electronic check,No
C002214,8,79.35,668.28,Month-to-month,Electronic check,No
C002215,8,101.16,805.47,Month-to-month,Credit card,Yes
C002216,28,24.96,720.98,One year,Credit card,No
C002217,32,88.47,2854.3,One year,Mailed check,No
C002218,72,90.99,6541.16,Month-to-month,Credit card,No
C002219,20,46.07,992.68,One year,Electronic check,Yes
C002220,14,37.96,601.01,Month-to-month,Electronic check,Yes
C002221,69,39.81,2754.67,Two year,Electronic check,No
C002222,11,38.21,390.31,Month-to-month,Mailed check,Yes
C002223,1,71.43,136.73,One year,Mailed check,Yes
C002224,30,31.83,853.77,Month-to-month,Electronic check,Yes
C002225,29,85.25,2494.44,Month-to-month,Electronic check,Yes
C002226,45,28.72,1329.38,Month-to-month,Mailed check,Yes
C002227,64,20.74,1285.94,Month-to-month,Electronic check,Yes
C002228,68,50.57,3487.45,One year,Bank transfer,No
C002229,21,37.57,787.65,One year,Mailed check,No
C002230,71,118.84,8410.35,Month-to-month,Electronic check,Yes
C002231,46,48.91,2298.02,Two year,Electronic check,No
C002232,5,40.65,148.97,Month-to-month,Bank transfer,No
C002233,68,38.07,2632.22,Two year,Bank transfer,No
C002234,10,56.13,462.18,Month-to-month,Mailed check,Yes
C002235,42,79.8,3365.89,Month-to-month,Bank transfer,No
C002236,57,97.76,5574.51,Month-to-month,Credit card,No
C002237,18,55.19,966.44,One year,Bank transfer,No
C002238,19,81.85,1574.63,One year,Electronic check,No
C002239,34,67.17,2279.8,One year,Credit card,No
C002240,64,104.34,6730.49,Month-to-month,Mailed check,No
C002241,16,76.04,1244.65,Month-to-month,Mailed check,No
C002242,48,47.57,2305.99,One year,Bank transfer,No
C002243,33,89.77,2977.0,Two year,Mailed check,Yes
C002244,8,101.65,789.59,Month-to-month,Credit card,Yes
C002245,51,65.47,3323.88,Two year,Electronic check,Yes
C002246,60,118.69,7133.81,One year,Mailed check,No
C002247,42,107.67,4513.47,Month-to-month,Electronic check,No
C002248,12,38.09,512.65,One year,Bank transfer,No
C002249,11,98.25,1085.42,Month-to-month,Electronic check,Yes
C002250,30,79.3,2397.8,Month-to-month,Mailed check,Yes
C002251,36,72.55,2541.67,One year,Credit card,No
C002252,40,70.42,2863.96,Two year,Electronic check,No
C002253,17,105.05,1756.79,Month-to-month,Electronic check,No
C002254,36,80.31,2839.03,Month-to-month,Bank transfer,No
C002255,21,72.85,1612.16,Month-to-month,Mailed check,No
C002256,50,22.98,1183.88,Month-to-month,Electronic check,Yes
C002257,58,63.73,3745.19,One year,Electronic check,No
C002258,47,110.62,5221.86,Month-to-month,Electronic check,Yes
C002259,0,90.6,,Month-to-month,Electronic check,Yes
C002260,72,23.2,1656.42,One year,Credit card,No
C002261,1,108.17,147.13,Month-to-month,Electronic check,Yes
C002262,72,102.32,7423.67,Month-to-month,Mailed check,Yes
C002263,2,73.76,144.11,One year,Electronic check,No
C002264,37,20.29,854.36,Month-to-month,Credit card,Yes
C002265,7,75.37,517.72,Month-to-month,Bank transfer,Yes
C002266,6,23.57,71.72,Month-to-month,Mailed check,No
C002267,49,50.68,2397.24,Month-to-month,Bank transfer,Yes
C002268,53,82.15,4269.56,Two year,Electronic check,No
C002269,8,111.12,868.27,One year,Electronic check,No
C002270,71,54.5,3857.9,Month-to-month,Mailed check,No
C002271,23,105.72,2465.69,Month-to-month,Bank transfer,Yes
C002272,23,111.67,2566.98,Month-to-month,Electronic check,No
C002273,21,20.15,465.32,Two year,Mailed check,Yes
C002274,33,42.42,1402.1,One year,Bank transfer,No
C002275,12,90.41,1085.6,One year,Credit card,Yes
C002276,31,95.2,2922.32,Month-to-month,Credit card,No
C002277,15,58.03,941.58,Two year,Bank transfer,No
C002278,3,84.99,178.4,Two year,Bank transfer,No
C002279,26,80.44,2106.51,Month-to-month,Mailed check,No
C002280,49,93.46,4570.46,Month-to-month,Electronic check,Yes
C002281,55,91.3,5060.59,Month-to-month,Bank transfer,No
C002282,25,26.76,667.96,One year,Electronic check,No
C002283,23,34.14,785.65,Month-to-month,Credit card,Yes
C002284,57,31.54,1784.45,Month-to-month,Electronic check,No
C002285,49,113.11,5612.05,One year,Electronic check,No
C002286,60,111.18,6670.92,One year,Electronic check,Yes
C002287,66,99.34,6654.92,Month-to-month,Credit card,No
C002288,59,29.91,1778.3,Month-to-month,Electronic check,Yes
C002289,68,76.58,5208.53,Month-to-month,Bank transfer,No
C002290,30,37.1,1105.73,Month-to-month,Electronic check,Yes
C002291,28,55.58,1584.45,Two year,Bank transfer,No
C002292,23,45.24,1011.1,One year,Bank transfer,No
C002293,17,102.55,1750.64,Two year,Credit card,No
C002294,54,32.73,1767.83,One year,Electronic check,No
C002295,52,83.91,4379.58,One year,Electronic check,No
C002296,58,118.36,6882.38,Month-to-month,Electronic check,Yes
C002297,12,88.08,1077.06,Month-to-month,Mailed check,Yes
C002298,35,26.08,917.55,Two year,Credit card,Yes
C002299,16,110.6,1848.05,One year,Electronic check,No
C002300,65,83.59,5454.48,Two year,Credit card,Yes
C002301,19,64.54,1356.56,One year,Electronic check,No
C002302,10,85.29,855.39,Month-to-month,Credit card,Yes
C002303,41,107.66,4462.01,Month-to-month,Bank transfer,No
C002304,64,66.67,4230.58,Month-to-month,Credit card,No
C002305,66,72.19,4834.58,One year,Mailed check,No
C002306,7,64.15,413.84,Two year,Bank transfer,No
C002307,23,25.4,606.99,Two year,Electronic check,No
C002308,11,98.28,1067.86,Month-to-month,Mailed check,Yes
C002309,22,30.89,702.18,Month-to-month,Bank transfer,No
C002310,38,58.25,2201.76,Month-to-month,Electronic check,No
C002311,20,57.46,1109.74,Month-to-month,Credit card,No
C002312,4,46.56,172.66,Two year,Electronic check,Yes
C002313,37,59.06,2262.3,One year,Electronic check,No
C002314,3,81.04,266.48,Month-to-month,Bank transfer,Yes
C002315,16,49.76,731.72,Two year,Electronic check,No
C002316,0,35.6,54.77,Month-to-month,Bank transfer,Yes
C002317,6,106.68,595.5,Two year,Credit card,No
C002318,31,117.02,3664.79,One year,Electronic check,No
C002319,62,64.78,4044.02,Month-to-month,Electronic check,Yes
C002320,56,51.36,2906.98,One year,Electronic check,Yes
C002321,7,22.84,252.54,Month-to-month,Mailed check,No
C002322,2,21.76,2.09,One year,Bank transfer,Yes
C002323,24,58.07,1424.22,Month-to-month,Credit card,No
C002324,47,112.88,5368.34,Month-to-month,Electronic check,No
C002325,54,92.53,4964.45,One year,Electronic check,No
C002326,60,53.63,3180.51,Month-to-month,Electronic check,No
C002327,24,116.74,2787.4,Month-to-month,Electronic check,Yes
C002328,12,61.73,757.0,Two year,Mailed check,Yes
C002329,1,46.23,0.0,Month-to-month,Credit card,No
C002330,10,61.49,642.47,One year,Electronic check,No
C002331,4,39.58,87.9,One year,Credit card,No
C002332,62,108.34,6781.75,Month-to-month,Mailed check,Yes
C002333,19,54.84,1067.65,Two year,Credit card,No
C002334,60,85.11,5202.26,Month-to-month,Credit card,Yes
C002335,40,57.68,2340.64,Month-to-month,Credit card,No
C002336,39,109.98,4273.98,Month-to-month,Mailed check,Yes
C002337,33,83.52,2716.23,One year,Electronic check,Yes
C002338,59,67.8,4012.14,Month-to-month,Electronic check,Yes
C002339,3,31.48,92.93,Month-to-month,Electronic check,Yes
C002340,6,110.0,719.31,Month-to-month,Bank transfer,No
C002341,30,73.78,2166.97,One year,Credit card,No
C002342,28,47.08,1419.29,Month-to-month,Bank transfer,No
C002343,39,107.55,4258.19,Month-to-month,Mailed check,Yes
C002344,53,23.55,1237.97,Month-to-month,Electronic check,No
C002345,42,50.04,2191.57,Month-to-month,Bank transfer,Yes
C002346,18,72.76,1270.52,One year,Electronic check,No
C002347,23,52.66,1221.46,Month-to-month,Electronic check,No
C002348,54,66.63,3534.2,Month-to-month,Electronic check,Yes
C002349,14,44.96,721.77,Month-to-month,Credit card,No
C002350,36,31.27,1043.35,One year,Mailed check,No
C002351,39,21.76,776.62,One year,Credit card,No
C002352,54,34.08,1808.58,Month-to-month,Mailed check,No
C002353,52,115.2,6056.52,One year,Bank transfer,No
C002354,33,76.69,2578.51,One year,Credit card,No
C002355,22,67.87,1499.24,Month-to-month,Credit card,No
C002356,26,57.2,1538.15,Month-to-month,Electronic check,No
C002357,30,90.26,2702.03,Month-to-month,Electronic check,Yes
C002358,16,32.41,539.68,Two year,Electronic check,No
C002359,45,46.17,2160.24,Month-to-month,Mailed check,No
C002360,15,84.9,1261.17,Month-to-month,Electronic check,Yes
C002361,47,66.86,3104.1,Month-to-month,Bank transfer,No
C002362,54,96.55,5237.22,Month-to-month,Electronic check,No
C002363,70,109.51,7702.71,Two year,Credit card,No
C002364,8,101.98,821.36,Month-to-month,Credit card,No
C002365,55,36.79,2073.62,Month-to-month,Bank transfer,No
C002366,6,27.33,153.92,One year,Bank transfer,Yes
C002367,24,35.28,853.1,One year,Electronic check,Yes
C002368,12,97.92,1193.77,Two year,Electronic check,Yes
C002369,11,111.21,1237.68,One year,Mailed check,No
C002370,12,112.4,1429.46,Month-to-month,Credit card,No
C002371,3,48.42,163.74,Month-to-month,Electronic check,Yes
C002372,60,103.71,6207.4,Two year,Mailed check,No
C002373,4,72.7,317.2,One year,Credit card,No
C002374,29,101.92,3006.12,Month-to-month,Electronic check,Yes
C002375,51,73.93,3809.14,Month-to-month,Credit card,Yes
C002376,72,32.88,2403.3,One year,Credit card,No
C002377,62,26.08,1542.06,Month-to-month,Electronic check,No
C002378,10,115.64,1031.77,One year,Bank transfer,No
C002379,72,61.43,4486.72,One year,Electronic check,No
C002380,47,53.75,2548.19,Month-to-month,Mailed check,No
C002381,13,54.34,705.34,Two year,Credit card,No
C002382,32,56.65,1847.52,Two year,Electronic check,No
C002383,67,114.39,7760.5,Month-to-month,Credit card,No
C002384,28,24.4,753.88,Month-to-month,Credit card,No
C002385,13,30.14,439.93,Two year,Bank transfer,No
C002386,63,98.54,6163.68,Month-to-month,Electronic check,No
C002387,69,74.04,5070.92,Two year,Electronic check,Yes
C002388,71,31.11,2089.49,Month-to-month,Mailed check,No
C002389,69,21.51,1515.87,One year,Electronic check,No
C002390,63,40.87,2630.24,One year,Electronic check,No
C002391,33,44.6,1531.31,Month-to-month,Electronic check,No
C002392,14,19.45,306.07,One year,Bank transfer,No
C002393,45,40.04,1794.1,Month-to-month,Electronic check,No
C002394,16,93.31,1464.75,Month-to-month,Electronic check,No
C002395,34,105.25,3537.23,Month-to-month,Bank transfer,Yes
C002396,47,109.62,5143.97,Month-to-month,Electronic check,No
C002397,69,57.77,3937.24,Month-to-month,Electronic check,Yes
C002398,21,50.58,1149.98,Month-to-month,Electronic check,No
C002399,18,119.99,2094.7,Month-to-month,Electronic check,No
C002400,53,96.47,5103.06,Month-to-month,Electronic check,Yes
C002401,0,72.81,,Month-to-month,Electronic check,Yes
C002402,41,43.99,1818.42,Two year,Mailed check,Yes
C002403,54,50.77,2741.46,Month-to-month,Electronic check,No
C002404,40,70.57,2804.96,One year,Electronic check,Yes
C002405,28,73.29,2005.48,Month-to-month,Bank transfer,No
C002406,60,19.4,1164.12,Month-to-month,Bank transfer,No
C002407,27,115.86,3101.0,Month-to-month,Mailed check,No
C002408,51,76.71,3905.37,Month-to-month,Credit card,No
C002409,33,78.09,2674.84,Month-to-month,Credit card,No
C002410,1,39.57,48.18,One year,Bank transfer,No
C002411,38,96.03,3675.78,Month-to-month,Mailed check,No
C002412,3,93.2,256.38,Month-to-month,Electronic check,Yes
C002413,67,27.71,1817.35,Two year,Mailed check,No
C002414,43,78.69,3382.52,Month-to-month,Mailed check,Yes
C002415,27,85.14,2423.98,One year,Credit card,No
C002416,35,103.23,3598.68,One year,Credit card,No
C002417,45,39.02,1773.97,Month-to-month,Electronic check,No
C002418,18,107.52,1893.94,Month-to-month,Credit card,No
C002419,21,65.07,1228.71,Month-to-month,Bank transfer,No
C002420,30,27.85,796.01,One year,Bank transfer,No
C002421,18,28.77,636.9,Two year,Credit card,No
C002422,55,38.18,2129.67,Month-to-month,Electronic check,No
C002423,7,46.84,409.93,Two year,Mailed check,No
C002424,60,68.63,4100.41,Month-to-month,Credit card,No
C002425,25,94.37,2241.41,Month-to-month,Electronic check,Yes
C002426,40,37.05,1426.56,Month-to-month,Bank transfer,No
C002427,11,119.25,1331.6,Two year,Credit card,Yes
C002428,28,34.48,977.32,Month-to-month,Credit card,Yes
C002429,55,79.14,4352.18,One year,Electronic check,No
C002430,19,112.75,2115.74,Month-to-month,Bank transfer,No
C002431,9,102.92,973.27,Two year,Electronic check,Yes
C002432,38,84.08,3169.97,Two year,Credit card,Yes
C002433,11,90.98,1016.17,One year,Mailed check,No
C002434,22,31.69,706.95,One year,Bank transfer,No
C002435,32,18.99,589.25,Month-to-month,Credit card,Yes
C002436,41,62.28,2509.42,Two year,Mailed check,No
C002437,46,27.13,1226.61,One year,Mailed check,Yes
C002438,49,54.49,2763.69,Month-to-month,Mailed check,Yes
C002439,61,40.82,2545.64,Two year,Bank transfer,No
C002440,4,111.47,496.9,One year,Bank transfer,No
C002441,26,107.77,2762.7,One year,Credit card,No
C002442,0,101.53,,One year,Electronic check,Yes
C002443,0,90.82,,Month-to-month,Electronic check,Yes
C002444,15,33.72,551.04,Month-to-month,Mailed check,Yes
C002445,43,22.93,992.85,Month-to-month,Electronic check,Yes
C002446,65,84.7,5486.97,Two year,Bank transfer,No
C002447,56,83.51,4603.36,One year,Mailed check,No
C002448,47,55.68,2660.33,Two year,Electronic check,No
C002449,56,66.21,3767.07,Month-to-month,Bank transfer,Yes
C002450,12,67.89,780.73,Two year,Electronic check,No
C002451,61,42.47,2552.54,Month-to-month,Bank transfer,No
C002452,64,50.04,3264.61,Month-to-month,Electronic check,No
C002453,6,60.68,331.99,Two year,Electronic check,Yes
C002454,34,79.52,2792.63,One year,Electronic check,Yes
C002455,60,115.49,6923.95,Two year,Mailed check,No
C002456,34,72.93,2460.29,One year,Bank transfer,No
C002457,61,92.58,5649.64,Month-to-month,Bank transfer,No
C002458,68,100.31,6801.75,Month-to-month,Electronic check,Yes
C002459,34,29.58,1062.03,Two year,Bank transfer,No
C002460,4,84.62,382.77,Month-to-month,Mailed check,Yes
C002461,24,67.18,1666.73,One year,Credit card,No
C002462,15,76.39,1155.08,Month-to-month,Electronic check,Yes
C002463,34,21.92,722.46,Month-to-month,Bank transfer,No
C002464,42,110.43,4637.61,Two year,Bank transfer,No
C002465,33,115.18,3779.66,Two year,Bank transfer,Yes
C002466,14,18.36,330.37,Month-to-month,Mailed check,No
C002467,21,39.7,883.81,Month-to-month,Electronic check,Yes
C002468,49,36.38,1778.04,Month-to-month,Electronic check,Yes
C002469,1,97.69,51.37,Month-to-month,Credit card,Yes
C002470,15,79.0,1262.04,Two year,Bank transfer,No
C002471,65,36.09,2352.68,Month-to-month,Bank transfer,No
C002472,7,101.03,700.7,Month-to-month,Mailed check,Yes
C002473,30,54.05,1698.98,One year,Electronic check,No
C002474,15,65.01,949.65,One year,Electronic check,No
C002475,7,57.51,386.62,Month-to-month,Bank transfer,Yes
C002476,30,71.18,2123.86,Two year,Electronic check,Yes
C002477,38,66.97,2479.03,Month-to-month,Credit card,Yes
C002478,12,46.01,567.91,Month-to-month,Electronic check,No
C002479,5,61.3,268.38,Two year,Bank transfer,No
C002480,9,110.65,967.31,Month-to-month,Electronic check,No
C002481,47,69.3,3221.88,Two year,Credit card,No
C002482,62,111.47,6881.79,One year,Credit card,No
C002483,13,74.11,921.48,Two year,Electronic check,No
C002484,23,96.42,2230.02,Month-to-month,Mailed check,Yes
C002485,25,47.95,1190.97,Month-to-month,Credit card,No
C002486,26,98.62,2566.52,Two year,Bank transfer,No
C002487,17,44.96,882.01,Two year,Electronic check,No
C002488,4,19.99,72.18,Two year,Bank transfer,Yes
C002489,38,34.39,1337.07,Month-to-month,Electronic check,Yes
C002490,26,20.21,561.4,One year,Electronic check,No
C002491,24,114.6,2747.26,Month-to-month,Credit card,No
C002492,19,120.0,2293.69,Month-to-month,Credit card,No
C002493,67,95.75,6416.28,Month-to-month,Electronic check,Yes
C002494,44,29.03,1287.45,One year,Mailed check,No
C002495,30,109.69,3261.37,Month-to-month,Electronic check,Yes
C002496,14,93.87,1289.47,Month-to-month,Credit card,Yes
C002497,58,51.89,3010.47,Two year,Credit card,No
C002498,64,69.23,4332.12,Two year,Credit card,No
